Mode,NLC,ASC,Station,Coverage,Source,count,type,day,year,Latitude,Longitude,Zone,Postcode
LU,780,HRVu,Heathrow Terminals 123 LU,Station entry / exit,Gateline,12205,Exits,Friday,2018,51.4712894,-0.452407226,6,TW6 1EB
LU,780,HRVu,Heathrow Terminals 123 LU,Station entry / exit,Gateline,9479,Exits,Saturday,2018,51.4712894,-0.452407226,6,TW6 1EB
LU,780,HRVu,Heathrow Terminals 123 LU,Station entry / exit,Gateline,11224,Exits,Sunday,2018,51.4712894,-0.452407226,6,TW6 1EB
LU,780,HRVu,Heathrow Terminals 123 LU,Station entry / exit,Gateline,7346447.771,En/Ex,Annualised,2018,51.4712894,-0.452407226,6,TW6 1EB
LU,601,HNDu,Hendon Central,Station entry / exit,Gateline,13183,Entries,Weekday (Mon-Thu),2018,51.58313305,-0.22673414,"3,4",NW4 3AS
LU,601,HNDu,Hendon Central,Station entry / exit,Gateline,12899,Entries,Friday,2018,51.58313305,-0.22673414,"3,4",NW4 3AS
LU,601,HNDu,Hendon Central,Station entry / exit,Gateline,7074,Entries,Saturday,2018,51.58313305,-0.22673414,"3,4",NW4 3AS
LU,601,HNDu,Hendon Central,Station entry / exit,Gateline,5579,Entries,Sunday,2018,51.58313305,-0.22673414,"3,4",NW4 3AS
LU,601,HNDu,Hendon Central,Station entry / exit,Gateline,12184,Exits,Weekday (Mon-Thu),2018,51.58313305,-0.22673414,"3,4",NW4 3AS
LU,601,HNDu,Hendon Central,Station entry / exit,Gateline,11765,Exits,Friday,2018,51.58313305,-0.22673414,"3,4",NW4 3AS
LU,601,HNDu,Hendon Central,Station entry / exit,Gateline,6434,Exits,Saturday,2018,51.58313305,-0.22673414,"3,4",NW4 3AS
LU,601,HNDu,Hendon Central,Station entry / exit,Gateline,5104,Exits,Sunday,2018,51.58313305,-0.22673414,"3,4",NW4 3AS
LU,601,HNDu,Hendon Central,Station entry / exit,Gateline,7297644.118,En/Ex,Annualised,2018,51.58313305,-0.22673414,"3,4",NW4 3AS
LU,602,HBTu,High Barnet,Station entry / exit,Gateline,7190,Entries,Weekday (Mon-Thu),2018,51.65168825,-0.19416538,5,EN5 5RP
LU,602,HBTu,High Barnet,Station entry / exit,Gateline,7207,Entries,Friday,2018,51.65168825,-0.19416538,5,EN5 5RP
LU,602,HBTu,High Barnet,Station entry / exit,Gateline,4062,Entries,Saturday,2018,51.65168825,-0.19416538,5,EN5 5RP
LU,602,HBTu,High Barnet,Station entry / exit,Gateline,2710,Entries,Sunday,2018,51.65168825,-0.19416538,5,EN5 5RP
LU,602,HBTu,High Barnet,Station entry / exit,Gateline,6758,Exits,Weekday (Mon-Thu),2018,51.65168825,-0.19416538,5,EN5 5RP
LU,602,HBTu,High Barnet,Station entry / exit,Gateline,6708,Exits,Friday,2018,51.65168825,-0.19416538,5,EN5 5RP
LU,602,HBTu,High Barnet,Station entry / exit,Gateline,3907,Exits,Saturday,2018,51.65168825,-0.19416538,5,EN5 5RP
LU,602,HBTu,High Barnet,Station entry / exit,Gateline,2667,Exits,Sunday,2018,51.65168825,-0.19416538,5,EN5 5RP
LU,602,HBTu,High Barnet,Station entry / exit,Gateline,4014752.819,En/Ex,Annualised,2018,51.65168825,-0.19416538,5,EN5 5RP
LU,605,HSTu,High Street Kensington,Station entry / exit,Gateline,19708,Entries,Weekday (Mon-Thu),2018,51.50072945,-0.191566058,1,W8 5SA
LU,605,HSTu,High Street Kensington,Station entry / exit,Gateline,19934,Entries,Friday,2018,51.50072945,-0.191566058,1,W8 5SA
LU,605,HSTu,High Street Kensington,Station entry / exit,Gateline,14967,Entries,Saturday,2018,51.50072945,-0.191566058,1,W8 5SA
LU,605,HSTu,High Street Kensington,Station entry / exit,Gateline,10900,Entries,Sunday,2018,51.50072945,-0.191566058,1,W8 5SA
LU,605,HSTu,High Street Kensington,Station entry / exit,Gateline,19535,Exits,Weekday (Mon-Thu),2018,51.50072945,-0.191566058,1,W8 5SA
LU,605,HSTu,High Street Kensington,Station entry / exit,Gateline,19627,Exits,Friday,2018,51.50072945,-0.191566058,1,W8 5SA
LU,605,HSTu,High Street Kensington,Station entry / exit,Gateline,14376,Exits,Saturday,2018,51.50072945,-0.191566058,1,W8 5SA
LU,605,HSTu,High Street Kensington,Station entry / exit,Gateline,9591,Exits,Sunday,2018,51.50072945,-0.191566058,1,W8 5SA
LU,605,HSTu,High Street Kensington,Station entry / exit,Gateline,11889198.14,En/Ex,Annualised,2018,51.50072945,-0.191566058,1,W8 5SA
LU,603,HBYu,Highbury & Islington,Station entry / exit,Gateline,26715,Entries,Weekday (Mon-Thu),2018,51.54649551,-0.10408214,2,N1 1SE
LU,603,HBYu,Highbury & Islington,Station entry / exit,Gateline,29268,Entries,Friday,2018,51.54649551,-0.10408214,2,N1 1SE
LU,603,HBYu,Highbury & Islington,Station entry / exit,Gateline,21801,Entries,Saturday,2018,51.54649551,-0.10408214,2,N1 1SE
LU,603,HBYu,Highbury & Islington,Station entry / exit,Gateline,13397,Entries,Sunday,2018,51.54649551,-0.10408214,2,N1 1SE
LU,603,HBYu,Highbury & Islington,Station entry / exit,Gateline,27889,Exits,Weekday (Mon-Thu),2018,51.54649551,-0.10408214,2,N1 1SE
LU,603,HBYu,Highbury & Islington,Station entry / exit,Gateline,30535,Exits,Friday,2018,51.54649551,-0.10408214,2,N1 1SE
LU,603,HBYu,Highbury & Islington,Station entry / exit,Gateline,23089,Exits,Saturday,2018,51.54649551,-0.10408214,2,N1 1SE
LU,603,HBYu,Highbury & Islington,Station entry / exit,Gateline,15131,Exits,Sunday,2018,51.54649551,-0.10408214,2,N1 1SE
LU,603,HBYu,Highbury & Islington,Station entry / exit,Gateline,16740039.68,En/Ex,Annualised,2018,51.54649551,-0.10408214,2,N1 1SE
LU,604,HIGu,Highgate,Station entry / exit,Gateline,9162,Entries,Weekday (Mon-Thu),2018,51.57764662,-0.146934862,3,N6 5BH
LU,604,HIGu,Highgate,Station entry / exit,Gateline,9324,Entries,Friday,2018,51.57764662,-0.146934862,3,N6 5BH
LU,604,HIGu,Highgate,Station entry / exit,Gateline,5891,Entries,Saturday,2018,51.57764662,-0.146934862,3,N6 5BH
LU,604,HIGu,Highgate,Station entry / exit,Gateline,4034,Entries,Sunday,2018,51.57764662,-0.146934862,3,N6 5BH
LU,604,HIGu,Highgate,Station entry / exit,Gateline,9079,Exits,Weekday (Mon-Thu),2018,51.57764662,-0.146934862,3,N6 5BH
LU,604,HIGu,Highgate,Station entry / exit,Gateline,8933,Exits,Friday,2018,51.57764662,-0.146934862,3,N6 5BH
LU,604,HIGu,Highgate,Station entry / exit,Gateline,5628,Exits,Saturday,2018,51.57764662,-0.146934862,3,N6 5BH
LU,604,HIGu,Highgate,Station entry / exit,Gateline,4226,Exits,Sunday,2018,51.57764662,-0.146934862,3,N6 5BH
LU,604,HIGu,Highgate,Station entry / exit,Gateline,5362796.703,En/Ex,Annualised,2018,51.57764662,-0.146934862,3,N6 5BH
LU,606,HDNu,Hillingdon,Station entry / exit,Gateline,3064,Entries,Weekday (Mon-Thu),2018,51.55377752,-0.449897993,6,UB10 9NR
LU,606,HDNu,Hillingdon,Station entry / exit,Gateline,3103,Entries,Friday,2018,51.55377752,-0.449897993,6,UB10 9NR
LU,606,HDNu,Hillingdon,Station entry / exit,Gateline,2003,Entries,Saturday,2018,51.55377752,-0.449897993,6,UB10 9NR
LU,606,HDNu,Hillingdon,Station entry / exit,Gateline,1182,Entries,Sunday,2018,51.55377752,-0.449897993,6,UB10 9NR
LU,606,HDNu,Hillingdon,Station entry / exit,Gateline,2771,Exits,Weekday (Mon-Thu),2018,51.55377752,-0.449897993,6,UB10 9NR
LU,606,HDNu,Hillingdon,Station entry / exit,Gateline,2731,Exits,Friday,2018,51.55377752,-0.449897993,6,UB10 9NR
LU,606,HDNu,Hillingdon,Station entry / exit,Gateline,1788,Exits,Saturday,2018,51.55377752,-0.449897993,6,UB10 9NR
LU,606,HDNu,Hillingdon,Station entry / exit,Gateline,1127,Exits,Sunday,2018,51.55377752,-0.449897993,6,UB10 9NR
LU,606,HDNu,Hillingdon,Station entry / exit,Gateline,1704503.836,En/Ex,Annualised,2018,51.55377752,-0.449897993,6,UB10 9NR
LU,607,HOLu,Holborn,Station entry / exit,Gateline,51553,Entries,Weekday (Mon-Thu),2018,51.51723574,-0.119840507,1,WC2B 6AA
LU,607,HOLu,Holborn,Station entry / exit,Gateline,51520,Entries,Friday,2018,51.51723574,-0.119840507,1,WC2B 6AA
LU,607,HOLu,Holborn,Station entry / exit,Gateline,28619,Entries,Saturday,2018,51.51723574,-0.119840507,1,WC2B 6AA
LU,607,HOLu,Holborn,Station entry / exit,Gateline,18509,Entries,Sunday,2018,51.51723574,-0.119840507,1,WC2B 6AA
LU,607,HOLu,Holborn,Station entry / exit,Gateline,56372,Exits,Weekday (Mon-Thu),2018,51.51723574,-0.119840507,1,WC2B 6AA
LU,607,HOLu,Holborn,Station entry / exit,Gateline,55933,Exits,Friday,2018,51.51723574,-0.119840507,1,WC2B 6AA
LU,607,HOLu,Holborn,Station entry / exit,Gateline,30072,Exits,Saturday,2018,51.51723574,-0.119840507,1,WC2B 6AA
LU,607,HOLu,Holborn,Station entry / exit,Gateline,19350,Exits,Sunday,2018,51.51723574,-0.119840507,1,WC2B 6AA
LU,607,HOLu,Holborn,Station entry / exit,Gateline,30740261.59,En/Ex,Annualised,2018,51.51723574,-0.119840507,1,WC2B 6AA
LU,608,HPKu,Holland Park,Station entry / exit,Gateline,5775,Entries,Weekday (Mon-Thu),2018,51.50714648,-0.206557778,2,W11 3RB
LU,608,HPKu,Holland Park,Station entry / exit,Gateline,5855,Entries,Friday,2018,51.50714648,-0.206557778,2,W11 3RB
LU,608,HPKu,Holland Park,Station entry / exit,Gateline,3879,Entries,Saturday,2018,51.50714648,-0.206557778,2,W11 3RB
LU,608,HPKu,Holland Park,Station entry / exit,Gateline,2593,Entries,Sunday,2018,51.50714648,-0.206557778,2,W11 3RB
LU,608,HPKu,Holland Park,Station entry / exit,Gateline,5539,Exits,Weekday (Mon-Thu),2018,51.50714648,-0.206557778,2,W11 3RB
LU,608,HPKu,Holland Park,Station entry / exit,Gateline,5737,Exits,Friday,2018,51.50714648,-0.206557778,2,W11 3RB
LU,608,HPKu,Holland Park,Station entry / exit,Gateline,4142,Exits,Saturday,2018,51.50714648,-0.206557778,2,W11 3RB
LU,608,HPKu,Holland Park,Station entry / exit,Gateline,2717,Exits,Sunday,2018,51.50714648,-0.206557778,2,W11 3RB
LU,608,HPKu,Holland Park,Station entry / exit,Gateline,3377647.7,En/Ex,Annualised,2018,51.50714648,-0.206557778,2,W11 3RB
LU,609,HRDu,Holloway Road,Station entry / exit,Gateline,10429,Entries,Weekday (Mon-Thu),2018,51.5528161,-0.112935697,2,N7 8HS
LU,609,HRDu,Holloway Road,Station entry / exit,Gateline,10708,Entries,Friday,2018,51.5528161,-0.112935697,2,N7 8HS
LU,609,HRDu,Holloway Road,Station entry / exit,Gateline,7044,Entries,Saturday,2018,51.5528161,-0.112935697,2,N7 8HS
LU,609,HRDu,Holloway Road,Station entry / exit,Gateline,5353,Entries,Sunday,2018,51.5528161,-0.112935697,2,N7 8HS
LU,609,HRDu,Holloway Road,Station entry / exit,Gateline,10137,Exits,Weekday (Mon-Thu),2018,51.5528161,-0.112935697,2,N7 8HS
LU,609,HRDu,Holloway Road,Station entry / exit,Gateline,10175,Exits,Friday,2018,51.5528161,-0.112935697,2,N7 8HS
LU,609,HRDu,Holloway Road,Station entry / exit,Gateline,6669,Exits,Saturday,2018,51.5528161,-0.112935697,2,N7 8HS
LU,609,HRDu,Holloway Road,Station entry / exit,Gateline,5315,Exits,Sunday,2018,51.5528161,-0.112935697,2,N7 8HS
LU,609,HRDu,Holloway Road,Station entry / exit,Gateline,6146892.627,En/Ex,Annualised,2018,51.5528161,-0.112935697,2,N7 8HS
LU,610,HCHu,Hornchurch,Station entry / exit,Gateline,3776,Entries,Weekday (Mon-Thu),2018,51.55435511,0.218926997,6,RM12 6LS
LU,610,HCHu,Hornchurch,Station entry / exit,Gateline,3609,Entries,Friday,2018,51.55435511,0.218926997,6,RM12 6LS
LU,610,HCHu,Hornchurch,Station entry / exit,Gateline,1954,Entries,Saturday,2018,51.55435511,0.218926997,6,RM12 6LS
LU,610,HCHu,Hornchurch,Station entry / exit,Gateline,1042,Entries,Sunday,2018,51.55435511,0.218926997,6,RM12 6LS
LU,610,HCHu,Hornchurch,Station entry / exit,Gateline,3734,Exits,Weekday (Mon-Thu),2018,51.55435511,0.218926997,6,RM12 6LS
LU,610,HCHu,Hornchurch,Station entry / exit,Gateline,3540,Exits,Friday,2018,51.55435511,0.218926997,6,RM12 6LS
LU,610,HCHu,Hornchurch,Station entry / exit,Gateline,2040,Exits,Saturday,2018,51.55435511,0.218926997,6,RM12 6LS
LU,610,HCHu,Hornchurch,Station entry / exit,Gateline,1057,Exits,Sunday,2018,51.55435511,0.218926997,6,RM12 6LS
LU,610,HCHu,Hornchurch,Station entry / exit,Gateline,2108849.352,En/Ex,Annualised,2018,51.55435511,0.218926997,6,RM12 6LS
LU,611,HNCu,Hounslow Central,Station entry / exit,Gateline,6025,Entries,Weekday (Mon-Thu),2018,51.47092577,-0.365958129,4,TW3 1JG
LU,611,HNCu,Hounslow Central,Station entry / exit,Gateline,6126,Entries,Friday,2018,51.47092577,-0.365958129,4,TW3 1JG
LU,611,HNCu,Hounslow Central,Station entry / exit,Gateline,4090,Entries,Saturday,2018,51.47092577,-0.365958129,4,TW3 1JG
LU,611,HNCu,Hounslow Central,Station entry / exit,Gateline,3214,Entries,Sunday,2018,51.47092577,-0.365958129,4,TW3 1JG
LU,611,HNCu,Hounslow Central,Station entry / exit,Gateline,5892,Exits,Weekday (Mon-Thu),2018,51.47092577,-0.365958129,4,TW3 1JG
LU,611,HNCu,Hounslow Central,Station entry / exit,Gateline,5979,Exits,Friday,2018,51.47092577,-0.365958129,4,TW3 1JG
LU,611,HNCu,Hounslow Central,Station entry / exit,Gateline,3987,Exits,Saturday,2018,51.47092577,-0.365958129,4,TW3 1JG
LU,611,HNCu,Hounslow Central,Station entry / exit,Gateline,3117,Exits,Sunday,2018,51.47092577,-0.365958129,4,TW3 1JG
LU,611,HNCu,Hounslow Central,Station entry / exit,Gateline,3575374.977,En/Ex,Annualised,2018,51.47092577,-0.365958129,4,TW3 1JG
LU,612,HNEu,Hounslow East,Station entry / exit,Gateline,5939,Entries,Weekday (Mon-Thu),2018,51.47370789,-0.355275322,4,TW3 4AB
LU,612,HNEu,Hounslow East,Station entry / exit,Gateline,6264,Entries,Friday,2018,51.47370789,-0.355275322,4,TW3 4AB
LU,612,HNEu,Hounslow East,Station entry / exit,Gateline,4479,Entries,Saturday,2018,51.47370789,-0.355275322,4,TW3 4AB
LU,612,HNEu,Hounslow East,Station entry / exit,Gateline,3589,Entries,Sunday,2018,51.47370789,-0.355275322,4,TW3 4AB
LU,612,HNEu,Hounslow East,Station entry / exit,Gateline,6249,Exits,Weekday (Mon-Thu),2018,51.47370789,-0.355275322,4,TW3 4AB
LU,612,HNEu,Hounslow East,Station entry / exit,Gateline,6526,Exits,Friday,2018,51.47370789,-0.355275322,4,TW3 4AB
LU,612,HNEu,Hounslow East,Station entry / exit,Gateline,4528,Exits,Saturday,2018,51.47370789,-0.355275322,4,TW3 4AB
LU,612,HNEu,Hounslow East,Station entry / exit,Gateline,3655,Exits,Sunday,2018,51.47370789,-0.355275322,4,TW3 4AB
LU,612,HNEu,Hounslow East,Station entry / exit,Gateline,3729903.772,En/Ex,Annualised,2018,51.47370789,-0.355275322,4,TW3 4AB
LU,613,HNWu,Hounslow West,Station entry / exit,Gateline,5476,Entries,Weekday (Mon-Thu),2018,51.47310572,-0.385707629,5,TW3 3DH
LU,613,HNWu,Hounslow West,Station entry / exit,Gateline,5674,Entries,Friday,2018,51.47310572,-0.385707629,5,TW3 3DH
LU,613,HNWu,Hounslow West,Station entry / exit,Gateline,4196,Entries,Saturday,2018,51.47310572,-0.385707629,5,TW3 3DH
LU,613,HNWu,Hounslow West,Station entry / exit,Gateline,3523,Entries,Sunday,2018,51.47310572,-0.385707629,5,TW3 3DH
LU,613,HNWu,Hounslow West,Station entry / exit,Gateline,5216,Exits,Weekday (Mon-Thu),2018,51.47310572,-0.385707629,5,TW3 3DH
LU,613,HNWu,Hounslow West,Station entry / exit,Gateline,5481,Exits,Friday,2018,51.47310572,-0.385707629,5,TW3 3DH
LU,613,HNWu,Hounslow West,Station entry / exit,Gateline,4180,Exits,Saturday,2018,51.47310572,-0.385707629,5,TW3 3DH
LU,613,HNWu,Hounslow West,Station entry / exit,Gateline,3451,Exits,Sunday,2018,51.47310572,-0.385707629,5,TW3 3DH
LU,613,HNWu,Hounslow West,Station entry / exit,Gateline,3324930.09,En/Ex,Annualised,2018,51.47310572,-0.385707629,5,TW3 3DH
LU,614,HPCu,Hyde Park Corner,Station entry / exit,Gateline,6683,Entries,Weekday (Mon-Thu),2018,51.50258401,-0.152474114,1,SW1X 7LY
LU,614,HPCu,Hyde Park Corner,Station entry / exit,Gateline,7760,Entries,Friday,2018,51.50258401,-0.152474114,1,SW1X 7LY
LU,614,HPCu,Hyde Park Corner,Station entry / exit,Gateline,7138,Entries,Saturday,2018,51.50258401,-0.152474114,1,SW1X 7LY
LU,614,HPCu,Hyde Park Corner,Station entry / exit,Gateline,6620,Entries,Sunday,2018,51.50258401,-0.152474114,1,SW1X 7LY
LU,614,HPCu,Hyde Park Corner,Station entry / exit,Gateline,6793,Exits,Weekday (Mon-Thu),2018,51.50258401,-0.152474114,1,SW1X 7LY
LU,614,HPCu,Hyde Park Corner,Station entry / exit,Gateline,7796,Exits,Friday,2018,51.50258401,-0.152474114,1,SW1X 7LY
LU,614,HPCu,Hyde Park Corner,Station entry / exit,Gateline,7002,Exits,Saturday,2018,51.50258401,-0.152474114,1,SW1X 7LY
LU,614,HPCu,Hyde Park Corner,Station entry / exit,Gateline,6386,Exits,Sunday,2018,51.50258401,-0.152474114,1,SW1X 7LY
LU,614,HPCu,Hyde Park Corner,Station entry / exit,Gateline,4567538.754,En/Ex,Annualised,2018,51.50258401,-0.152474114,1,SW1X 7LY
LU,615,ICKu,Ickenham,Station entry / exit,Gateline,1987,Entries,Weekday (Mon-Thu),2018,51.56082505,-0.441579513,6,UB10 8PD
LU,615,ICKu,Ickenham,Station entry / exit,Gateline,1951,Entries,Friday,2018,51.56082505,-0.441579513,6,UB10 8PD
LU,615,ICKu,Ickenham,Station entry / exit,Gateline,1209,Entries,Saturday,2018,51.56082505,-0.441579513,6,UB10 8PD
LU,615,ICKu,Ickenham,Station entry / exit,Gateline,676,Entries,Sunday,2018,51.56082505,-0.441579513,6,UB10 8PD
LU,615,ICKu,Ickenham,Station entry / exit,Gateline,1995,Exits,Weekday (Mon-Thu),2018,51.56082505,-0.441579513,6,UB10 8PD
LU,615,ICKu,Ickenham,Station entry / exit,Gateline,1926,Exits,Friday,2018,51.56082505,-0.441579513,6,UB10 8PD
LU,615,ICKu,Ickenham,Station entry / exit,Gateline,1154,Exits,Saturday,2018,51.56082505,-0.441579513,6,UB10 8PD
LU,615,ICKu,Ickenham,Station entry / exit,Gateline,694,Exits,Sunday,2018,51.56082505,-0.441579513,6,UB10 8PD
LU,615,ICKu,Ickenham,Station entry / exit,Gateline,1142440.374,En/Ex,Annualised,2018,51.56082505,-0.441579513,6,UB10 8PD
LU,616,KENu,Kennington,Station entry / exit,Gateline,8324,Entries,Weekday (Mon-Thu),2018,51.48866246,-0.105070613,2,SE11 4JQ
LU,616,KENu,Kennington,Station entry / exit,Gateline,9021,Entries,Friday,2018,51.48866246,-0.105070613,2,SE11 4JQ
LU,616,KENu,Kennington,Station entry / exit,Gateline,7067,Entries,Saturday,2018,51.48866246,-0.105070613,2,SE11 4JQ
LU,616,KENu,Kennington,Station entry / exit,Gateline,4684,Entries,Sunday,2018,51.48866246,-0.105070613,2,SE11 4JQ
LU,616,KENu,Kennington,Station entry / exit,Gateline,7770,Exits,Weekday (Mon-Thu),2018,51.48866246,-0.105070613,2,SE11 4JQ
LU,616,KENu,Kennington,Station entry / exit,Gateline,8388,Exits,Friday,2018,51.48866246,-0.105070613,2,SE11 4JQ
LU,616,KENu,Kennington,Station entry / exit,Gateline,7072,Exits,Saturday,2018,51.48866246,-0.105070613,2,SE11 4JQ
LU,616,KENu,Kennington,Station entry / exit,Gateline,4856,Exits,Sunday,2018,51.48866246,-0.105070613,2,SE11 4JQ
LU,616,KENu,Kennington,Station entry / exit,Gateline,5032526.434,En/Ex,Annualised,2018,51.48866246,-0.105070613,2,SE11 4JQ
LU,617,KGNu,Kensal Green,Station entry / exit,Gateline,4203,Entries,Weekday (Mon-Thu),2018,51.53052421,-0.224713384,2,NW10 5JT
LU,617,KGNu,Kensal Green,Station entry / exit,Gateline,4319,Entries,Friday,2018,51.53052421,-0.224713384,2,NW10 5JT
LU,617,KGNu,Kensal Green,Station entry / exit,Gateline,2977,Entries,Saturday,2018,51.53052421,-0.224713384,2,NW10 5JT
LU,617,KGNu,Kensal Green,Station entry / exit,Gateline,1964,Entries,Sunday,2018,51.53052421,-0.224713384,2,NW10 5JT
LU,617,KGNu,Kensal Green,Station entry / exit,Gateline,3870,Exits,Weekday (Mon-Thu),2018,51.53052421,-0.224713384,2,NW10 5JT
LU,617,KGNu,Kensal Green,Station entry / exit,Gateline,3741,Exits,Friday,2018,51.53052421,-0.224713384,2,NW10 5JT
LU,617,KGNu,Kensal Green,Station entry / exit,Gateline,2652,Exits,Saturday,2018,51.53052421,-0.224713384,2,NW10 5JT
LU,617,KGNu,Kensal Green,Station entry / exit,Gateline,1919,Exits,Sunday,2018,51.53052421,-0.224713384,2,NW10 5JT
LU,617,KGNu,Kensal Green,Station entry / exit,Gateline,2410079.031,En/Ex,Annualised,2018,51.53052421,-0.224713384,2,NW10 5JT
LU,618,OLYu,Kensington (Olympia),LU boarding / alighting,Manual Count,33,Entries,Weekday (Mon-Thu),2018,51.4978797,-0.210379242,2,W14 0NE
LU,618,OLYu,Kensington (Olympia),LU boarding / alighting,Manual Count,32,Entries,Friday,2018,51.4978797,-0.210379242,2,W14 0NE
LU,618,OLYu,Kensington (Olympia),LU boarding / alighting,Manual Count,716,Entries,Saturday,2018,51.4978797,-0.210379242,2,W14 0NE
LU,618,OLYu,Kensington (Olympia),LU boarding / alighting,Manual Count,452,Entries,Sunday,2018,51.4978797,-0.210379242,2,W14 0NE
LU,618,OLYu,Kensington (Olympia),LU boarding / alighting,Manual Count,54,Exits,Weekday (Mon-Thu),2018,51.4978797,-0.210379242,2,W14 0NE
LU,618,OLYu,Kensington (Olympia),LU boarding / alighting,Manual Count,51,Exits,Friday,2018,51.4978797,-0.210379242,2,W14 0NE
LU,618,OLYu,Kensington (Olympia),LU boarding / alighting,Manual Count,430,Exits,Saturday,2018,51.4978797,-0.210379242,2,W14 0NE
LU,618,OLYu,Kensington (Olympia),LU boarding / alighting,Manual Count,263,Exits,Sunday,2018,51.4978797,-0.210379242,2,W14 0NE
LU,618,OLYu,Kensington (Olympia),LU boarding / alighting,Manual Count,110943.7507,En/Ex,Annualised,2018,51.4978797,-0.210379242,2,W14 0NE
LU,619,KTNu,Kentish Town,Station entry / exit,Gateline,13431,Entries,Weekday (Mon-Thu),2018,51.55000952,-0.140471264,2,NW5 2AA
LU,619,KTNu,Kentish Town,Station entry / exit,Gateline,13582,Entries,Friday,2018,51.55000952,-0.140471264,2,NW5 2AA
LU,619,KTNu,Kentish Town,Station entry / exit,Gateline,8908,Entries,Saturday,2018,51.55000952,-0.140471264,2,NW5 2AA
LU,619,KTNu,Kentish Town,Station entry / exit,Gateline,5911,Entries,Sunday,2018,51.55000952,-0.140471264,2,NW5 2AA
LU,619,KTNu,Kentish Town,Station entry / exit,Gateline,12242,Exits,Weekday (Mon-Thu),2018,51.55000952,-0.140471264,2,NW5 2AA
LU,619,KTNu,Kentish Town,Station entry / exit,Gateline,12144,Exits,Friday,2018,51.55000952,-0.140471264,2,NW5 2AA
LU,619,KTNu,Kentish Town,Station entry / exit,Gateline,8362,Exits,Saturday,2018,51.55000952,-0.140471264,2,NW5 2AA
LU,619,KTNu,Kentish Town,Station entry / exit,Gateline,5714,Exits,Sunday,2018,51.55000952,-0.140471264,2,NW5 2AA
LU,619,KTNu,Kentish Town,Station entry / exit,Gateline,7598873.797,En/Ex,Annualised,2018,51.55000952,-0.140471264,2,NW5 2AA
LU,620,KETu,Kenton,Station entry / exit,Gateline,3257,Entries,Weekday (Mon-Thu),2018,51.58149628,-0.315216867,4,HA3 0XS
LU,620,KETu,Kenton,Station entry / exit,Gateline,3194,Entries,Friday,2018,51.58149628,-0.315216867,4,HA3 0XS
LU,620,KETu,Kenton,Station entry / exit,Gateline,2026,Entries,Saturday,2018,51.58149628,-0.315216867,4,HA3 0XS
LU,620,KETu,Kenton,Station entry / exit,Gateline,1414,Entries,Sunday,2018,51.58149628,-0.315216867,4,HA3 0XS
LU,620,KETu,Kenton,Station entry / exit,Gateline,3167,Exits,Weekday (Mon-Thu),2018,51.58149628,-0.315216867,4,HA3 0XS
LU,620,KETu,Kenton,Station entry / exit,Gateline,3079,Exits,Friday,2018,51.58149628,-0.315216867,4,HA3 0XS
LU,620,KETu,Kenton,Station entry / exit,Gateline,1998,Exits,Saturday,2018,51.58149628,-0.315216867,4,HA3 0XS
LU,620,KETu,Kenton,Station entry / exit,Gateline,1373,Exits,Sunday,2018,51.58149628,-0.315216867,4,HA3 0XS
LU,620,KETu,Kenton,Station entry / exit,Gateline,1881163.397,En/Ex,Annualised,2018,51.58149628,-0.315216867,4,HA3 0XS
LU,621,KEWu,Kew Gardens,Station entry / exit,Gateline,5940,Entries,Weekday (Mon-Thu),2018,51.47678914,-0.285381011,"3,4",TW9 3PZ
LU,621,KEWu,Kew Gardens,Station entry / exit,Gateline,6708,Entries,Friday,2018,51.47678914,-0.285381011,"3,4",TW9 3PZ
LU,621,KEWu,Kew Gardens,Station entry / exit,Gateline,6715,Entries,Saturday,2018,51.47678914,-0.285381011,"3,4",TW9 3PZ
LU,621,KEWu,Kew Gardens,Station entry / exit,Gateline,4772,Entries,Sunday,2018,51.47678914,-0.285381011,"3,4",TW9 3PZ
LU,621,KEWu,Kew Gardens,Station entry / exit,Gateline,5602,Exits,Weekday (Mon-Thu),2018,51.47678914,-0.285381011,"3,4",TW9 3PZ
LU,621,KEWu,Kew Gardens,Station entry / exit,Gateline,6242,Exits,Friday,2018,51.47678914,-0.285381011,"3,4",TW9 3PZ
LU,621,KEWu,Kew Gardens,Station entry / exit,Gateline,6259,Exits,Saturday,2018,51.47678914,-0.285381011,"3,4",TW9 3PZ
LU,621,KEWu,Kew Gardens,Station entry / exit,Gateline,4532,Exits,Sunday,2018,51.47678914,-0.285381011,"3,4",TW9 3PZ
LU,621,KEWu,Kew Gardens,Station entry / exit,Gateline,3865056.068,En/Ex,Annualised,2018,51.47678914,-0.285381011,"3,4",TW9 3PZ
LU,622,KILu,Kilburn,Station entry / exit,Gateline,13405,Entries,Weekday (Mon-Thu),2018,51.54694444,-0.204632719,2,NW6 7QL
LU,622,KILu,Kilburn,Station entry / exit,Gateline,14114,Entries,Friday,2018,51.54694444,-0.204632719,2,NW6 7QL
LU,622,KILu,Kilburn,Station entry / exit,Gateline,10090,Entries,Saturday,2018,51.54694444,-0.204632719,2,NW6 7QL
LU,622,KILu,Kilburn,Station entry / exit,Gateline,7773,Entries,Sunday,2018,51.54694444,-0.204632719,2,NW6 7QL
LU,622,KILu,Kilburn,Station entry / exit,Gateline,12890,Exits,Weekday (Mon-Thu),2018,51.54694444,-0.204632719,2,NW6 7QL
